route,title,title_chars,description,desc_chars,h1,og_image,canonical
"/hvac-energy-efficiency-guide/","HVAC Efficiency Guide: SEER2, HSPF2, AFUE, Heat Pumps (Free 101)",64,"SEER2, HSPF2, AFUE explained with heat pump vs furnace economics and IRA tax credit math. What efficiency ratings actually mean for HVAC operating cost.",152,"HVAC Energy Efficiency Guide — SEER2, HSPF2, AFUE Explained + Heat Pump vs Furnace Economics + IRA Tax Credits","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-energy-efficiency-guide/"
"/hvac-energy-management-guide/","HVAC Energy Management: Auditing, FDD, M&V, BPS (Free 101)",58,"HVAC energy auditing, benchmarking, retro-commissioning, fault detection, M&V, and building performance standards — the full facility-level program.",148,"HVAC Energy Management Guide — Energy Auditing, Benchmarking, Retrocommissioning, Fault Detection, Measurement & Verification, Demand Response, and Building Performance Standards","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-energy-management-guide/"
"/hvac-indoor-air-quality-guide/","HVAC Indoor Air Quality: MERV, HEPA, Radon, Humidity (Free 101)",63,"5 pollutant categories, MERV/HEPA filter selection, ASHRAE 62.2 ventilation, humidity control, and radon mitigation for HVAC-connected IAQ programs.",148,"HVAC Indoor Air Quality Guide — Pollutants, ASHRAE 62.2 Ventilation, MERV/HEPA Filtration, Humidity & Radon Control","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-indoor-air-quality-guide/"
"/hvac-load-calculation-guide/","HVAC Load Calculation Guide: Manual J Step By Step (Free 101)",61,"ACCA Manual J explained end-to-end: envelope, climate zone, orientation, internal gains, and equipment sizing. Companion to the HVAC load calculator.",149,"HVAC Load Calculation Guide — Manual J Explained, From Climate Zones to Equipment Sizing","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-load-calculation-guide/"
"/hvac-load-calculator/","HVAC Load Calculator: Manual J Cooling & Heating Load (Free)",60,"Free HVAC load calculator: enter climate zone, area, orientation, and construction; get Manual J cooling and heating load with equipment sizing guidance.",153,"HVAC Load Calculator — Quick Manual J Cooling + Heating","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-load-calculator/"
"/hvac-maintenance-service-guide/","HVAC Maintenance Guide: Tune-Ups, Filters, ROI (Free 101)",57,"Seasonal HVAC maintenance schedule and 14-point tune-up checklist. Filter strategy by MERV, service ROI math, and OEM warranty requirements.",140,"HVAC Maintenance & Service Guide — Seasonal Schedule, Annual Tune-Up Checklist, Filter Strategy, and ROI Math","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-maintenance-service-guide/"
"/hvac-mechanical-ventilation-guide/","HVAC Ventilation Guide: ASHRAE 62.2, ERV vs HRV (Free 101)",58,"ASHRAE 62.2 mechanical ventilation sizing, ERV vs HRV selection by climate zone, installation, and controls. Companion to the load calculation guide.",149,"HVAC Mechanical Ventilation Guide — ASHRAE 62.2 Sizing, ERV vs HRV, Climate Strategy, Installation","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-mechanical-ventilation-guide/"
"/hvac-refrigerant-recovery-guide/","Refrigerant Recovery Guide: EPA 608 Steps + A2L Safety (Free 101)",65,"EPA Section 608 refrigerant recovery procedure step by step, plus A2L handling and cylinder safety. Applies to R22, R410A, R454B, R32 service work.",147,"HVAC Refrigerant Recovery Guide — EPA Section 608 Procedure, Equipment, Certification, and A2L Handling","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-refrigerant-recovery-guide/"
"/hvac-retrofitting-upgrades-guide/","HVAC Retrofit Guide: R22 Phase-Out, A2L, Heat Pumps (Free 101)",62,"R22 phase-out planning, A2L equipment transition, heat pump conversion economics, IRA tax credits, and the repair-vs-replace decision framework.",144,"HVAC Retrofitting & Upgrades Guide — R22 Phase-Out, R410A → A2L Transition, Heat Pump Conversion, SEER2 Efficiency, IRA Tax Credits, and Repair vs Replace Decision Matrix","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-retrofitting-upgrades-guide/"
"/hvac-safety-procedures-guide/","HVAC Safety Guide: Electrical, Refrigerant, A2L, PPE (Free 101)",63,"HVAC safety procedures for electrical, refrigerant, gas, hot work, and A2L handling: OSHA + LOTO + PPE requirements with equipment-specific worked scenarios.",157,"HVAC Safety Procedures Guide — Electrical, Refrigerant, Gas, Hot Work, A2L Handling, and PPE Requirements","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-safety-procedures-guide/"
"/hvac-system-design-guide/","HVAC System Design: Manual J → S → D → T Process (Free 101)",59,"Full ACCA design cascade: Manual J load → S equipment → D duct → T airflow verification. The design workflow behind properly-sized residential HVAC.",148,"HVAC System Design Guide — Complete Manual J → S → D → T Process from Load to Commissioning","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-system-design-guide/"
"/hvac-tools-equipment-guide/","HVAC Tools & Equipment Guide: Manifolds, Vacuum, Recovery (Free 101)",68,"13 HVAC tool categories with brand lineups: manifolds, vacuum pumps, recovery, combustion analyzers, service-truck kit. EPA 608 + AHRI 740 compliance.",150,"HVAC Tools & Equipment Guide — Manifold Gauges, Vacuum Pumps, Recovery Machines, Combustion Analyzers, Leak Detectors, and Service Truck Outfitting","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-tools-equipment-guide/"
"/hvac-troubleshooting-guide/","HVAC Troubleshooting Guide: Diagnose Any Fault Fast (Free 101)",62,"Decision trees for HVAC cooling, heating, airflow, and efficiency faults. Symptom → likely cause → verification test → fix. Sourced diagnostic procedures.",154,"Complete HVAC Troubleshooting Guide — Decision Trees for Cooling, Heating, Airflow & Efficiency Failures","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-troubleshooting-guide/"
"/privacy-policy/","Privacy Policy",14,"Privacy policy for HVAC PT Charts. What we collect, how we use it, advertising via Raptive, your rights and choices.",116,"Privacy Policy","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/privacy-policy/"
"/psychrometric-calculator/","Psychrometric Calculator: Dry-Bulb, Wet-Bulb, Dew Point, RH (+ Altitude)",72,"DB + WB or DB + RH → dew point, humidity ratio, grains, enthalpy, specific volume. ASHRAE equations with altitude correction and worked examples.",145,"Psychrometric Calculator — 7 Air Properties from Any 2 Inputs","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/psychrometric-calculator/"
"/pt-calculator/","HVAC PT Calculator: Calculate Pressure And Temperature (61 Refrigerants)",72,"Instant saturation lookup for 61 refrigerants: temperature → PSIG or pressure → °F, bubble/dew handled for blends. 70°F R410A = 201.8 PSIG saturation.",150,"PT Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/pt-calculator/"
"/pt-chart-guide/","PT Chart Guide: How To Read A PT Chart Like A Pro (7 Key Points)",64,"Reading pressure-temperature charts step by step: gauge PSIG vs absolute, bubble vs dew for blends, glide, and the superheat/subcooling workflow.",145,"How to Read a PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/pt-chart-guide/"
"/pt-charts-tools-hub/","PT Charts For 61 Refrigerants: Tables, Tools, PDFs (Free)",57,"Saturation PT charts for 61 HVAC refrigerants, plus overlay comparison tool, operating-pressure references, and sortable ASHRAE 34 safety and GWP tables.",153,"PT Charts & Reference Tools","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/pt-charts-tools-hub/"
"/pt-superheat-subcooling-calculator/","Superheat & Subcooling Calculator: Low & High Side (Any Refrigerant)",68,"Enter both sides: suction + liquid PSIG and line temps → SH, SC, and an 8-pattern charge diagnosis (undercharge, overcharge, airflow, metering).",144,"PT / Superheat / Subcooling Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/pt-superheat-subcooling-calculator/"
"/r-1234yf-vs-r-134a/","R1234yf vs R134a: Key Differences Explained (Pressure, GWP, Oil)",64,"R1234yf vs R134a for mobile AC: A2L HFO replacement (GWP 4) for the legacy A1 HFC (GWP 1430). Similar pressure envelope, 99.7% GWP cut. Fleet-transition driver.",160,"R1234yf vs R134a: Mobile AC, Chillers, and the HFO Transition","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-1234yf-vs-r-134a/"
"/r-134a-vs-r-513a/","R134a vs R513A: Key Differences Explained (Pressure, GWP, Oil)",62,"R134a vs R513A: R513A is the azeotropic R1234yf/R134a blend designed as R134a drop-in. Same A1, same POE oil, similar pressures. GWP cut 56% (1430→631).",152,"R134a vs R513A: Chiller Retrofit and New-Equipment Decision","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-134a-vs-r-513a/"
"/r-22-vs-r-32/","R22 vs R32: Key Differences Explained (Pressure, GWP, Oil)",58,"R22 vs R32: HCFC A1 with MO (production banned 2020) vs modern HFC A2L with POE. R32 runs ~70% higher pressure — full A2L equipment replacement, no field retrofit.",163,"R22 vs R32: Two Generations of Residential AC Refrigerant","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-22-vs-r-32/"
"/r-22-vs-r-407c/","R22 vs R407C: Key Differences Explained (Pressure, GWP, Oil)",60,"R22 vs R407C: R407C is the classic R22 retrofit HFC blend, ~11°F glide, pressures within 5% of R22. Standard retrofit — but POE oil required (MO incompatible).",159,"R22 vs R407C: The Drop-In Retrofit That Isn't Quite","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-22-vs-r-407c/"
"/r-22-vs-r-410a/","R22 vs R410A: Key Differences Explained (Pressure, GWP, Oil)",60,"R22 vs R410A for residential AC: R410A pressures ~65% higher, MO→POE oil change required, R22 production banned 2020 (reclaimed legal for service). Replacement only.",165,"R22 vs R410A: Replacement Decision for Residential AC","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-22-vs-r-410a/"
"/r-22-vs-r-454b/","R22 vs R454B: Key Differences Explained (Pressure, GWP, Oil)",60,"R22 vs R454B: HCFC A1 (production banned 2020, reclaimed legal) vs A2L HFC/HFO blend. R454B runs ~60% higher pressure; new A2L equipment only — no retrofit.",156,"R22 vs R454B: Legacy HCFC to Modern A2L Upgrade","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-22-vs-r-454b/"
"/r-32-vs-r-410a/","R32 vs R410A: Key Differences Explained (Pressure, GWP, Oil)",60,"R32 vs R410A for residential AC: R32 runs 5–8% higher pressure with 68% GWP cut (2088→675). Both use POE oil; A1→A2L switch needs new A2L-certified equipment.",158,"R32 vs R410A: Working Comparison for HVAC","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-32-vs-r-410a/"
"/r-32-vs-r-454b/","R32 vs R454B: Key Differences Explained (Pressure, GWP, Oil)",60,"R32 vs R454B for new A2L residential AC: R32 pure (Daikin/Mitsubishi) vs R454B blend (Carrier/Trane), GWP 675 vs 466, similar pressures. OEM-choice decision.",157,"R32 vs R454B: The Two Leading R410A Replacements","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-32-vs-r-454b/"
"/r-404a-vs-r-449a/","R404A vs R449A: Key Differences Explained (Pressure, GWP, Oil)",62,"R404A vs R449A for commercial refrigeration: R449A is the HFO/HFC quaternary retrofit. Same POE oil, 9.5°F glide, GWP cut 67% (3922→1282). Standard retrofit.",157,"R404A vs R449A: Commercial Refrigeration Retrofit Decision","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-404a-vs-r-449a/"
"/r-407c-vs-r-410a/","R407C vs R410A: Key Differences Explained (Pressure, GWP, Oil)",62,"R407C vs R410A: R407C is the R22 retrofit HFC blend (~11°F glide); R410A is new-equipment HFC. At 130°F: R410A 478 vs R407C 341 PSIG. Different equipment classes.",162,"R407C vs R410A: Two HFC Era Refrigerants, Different Roles","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-407c-vs-r-410a/"
"/r-410a-vs-r-454b/","R410A vs R454B: Key Differences Explained (Pressure, GWP, Oil)",62,"R410A vs R454B for residential AC: pressures within 5%, POE oil unchanged, GWP cut 78% (2088→466). A1→A2L means new A2L equipment — no field retrofit path.",155,"R410A vs R454B: The Residential AC Phase-Down Decision","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-410a-vs-r-454b/"
"/r-454c-vs-r-455a/","R454C vs R455A: Key Differences Explained (Pressure, GWP, Oil)",62,"R454C vs R455A for commercial refrigeration: both A2L, both GWP 148. R455A has 22°F glide vs R454C's 14°F, and higher pressures from 3% R744 content.",149,"R454C vs R455A: Low-GWP A2L Commercial Refrigeration Choice","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-454c-vs-r-455a/"
"/r-744-vs-r-290/","R744 vs R290: Key Differences Explained (Pressure, GWP, Oil)",60,"R744 vs R290 naturals: R744 (CO2, GWP 1, non-flammable, transcritical) vs R290 (propane, GWP 3, A3 charge-limited). Different application classes — not swaps.",158,"R744 vs R290: Two Natural Refrigerants, Different Trade-offs","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-744-vs-r-290/"
"/refrigerant-charge-calculator/","Refrigerant Charge Calculator: How Much Freon Do I Need? (61 Types)",67,"Nameplate charge + line-set length → total charge. Per-foot ounces from CoolProp liquid density at 100°F for R410A, R454B, R32, R22, R404A and more.",148,"Refrigerant Charge Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-charge-calculator/"
"/refrigerant-comparison-guide/","Refrigerant Comparison Guide: 5-Axis Decision Framework",55,"Framework for comparing HVAC refrigerants across thermodynamics, safety class, environmental impact, regulation, and field practice — with decision logic.",154,"Refrigerant Comparison Guide","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-comparison-guide/"
"/refrigerant-gwp-rankings/","Refrigerant GWP Rankings: All 61 Compared (AR5 & AR6)",53,"Sortable GWP table for 61 refrigerants from R744 (GWP 1) to R404A (3922). AIM Act 700 and EU F-Gas 150 thresholds marked. AR5 vs AR6 side by side.",146,"Refrigerant GWP Rankings","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-gwp-rankings/"
"/refrigerant-prices-guide/","Refrigerant Prices Guide: Why Costs Keep Rising (AIM Act, F-Gas)",64,"How AIM Act phase-down, EU F-Gas Regulation, and the virgin/reclaimed/recycled tier structure determine refrigerant prices. R22 case study plus per-fluid analysis.",163,"Why Refrigerant Prices Keep Rising — The AIM Act, EU F-Gas Phase-Down, and the Three-Tier Pricing Structure","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-prices-guide/"
"/refrigerant-pt-comparison-tool/","Refrigerant PT Comparison Tool: Overlay 2–4 Curves (Free)",57,"Overlay saturation PT curves for 2 to 4 refrigerants on one chart. Useful for R22 retrofit, R410A phase-down (R32 vs R454B), and R404A commercial transitions.",158,"Refrigerant PT Comparison Tool","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-pt-comparison-tool/"
"/refrigerant-retrofit-compatibility-calculator/","Retrofit Compatibility Calculator: Any Refrigerant Pair (Free)",62,"5-criterion retrofit compatibility check for any refrigerant pair: lubricant, safety class, pressure, glide, and application match with drop-in verdict.",152,"Refrigerant Retrofit Compatibility Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-retrofit-compatibility-calculator/"
"/refrigerant-safety-classifications/","Refrigerant Safety Classes: A1, A2L, A3, B1 Explained (ASHRAE 34)",65,"ASHRAE 34-2022 classifications for 61 refrigerants in one sortable table: toxicity, flammability, and charge-limit implications under UL 60335-2-40.",148,"Refrigerant Safety Classifications","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant-safety-classifications/"
"/refrigerant/r-11/","R11 PT Chart: Full °F/PSIG Table (Free PDF Printable)",53,"R11 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = -1.3 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",144,"R11 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-11/"
"/refrigerant/r-1150/","R1150 PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"Complete R1150 saturation pressure-temperature chart, 1°F steps from -40 to 48°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",151,"R1150 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1150/"
"/refrigerant/r-12/","R12 PT Chart: Full °F/PSIG Table (Free PDF Printable)",53,"R12 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 70.1 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",144,"R12 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-12/"
"/refrigerant/r-1224yd-z/","R1224yd(Z) PT Chart: Full °F/PSIG Table (Free PDF Printable)",60,"Complete R1224yd(Z) saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",157,"R1224yd(Z) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1224yd-z/"
"/refrigerant/r-123/","R123 PT Chart: Full °F/PSIG Table (Free PDF Printable)",54,"R123 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = -3.3 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",145,"R123 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-123/"
"/refrigerant/r-1233zd-e/","R1233zd(E) PT Chart: Full °F/PSIG Table (Free PDF Printable)",60,"R1233zd(E) saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 1.6 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",150,"R1233zd(E) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1233zd-e/"
"/refrigerant/r-1233zd-z/","R1233zd(Z) PT Chart: Full °F/PSIG Table (Free PDF Printable)",60,"Complete R1233zd(Z) saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",157,"R1233zd(Z) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1233zd-z/"
"/refrigerant/r-1234yf/","R1234yf PT Chart: Full °F/PSIG Table (Free PDF Printable)",57,"R1234yf saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 73.9 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",148,"R1234yf PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1234yf/"
"/refrigerant/r-1234ze-e/","R1234ze(E) PT Chart: Full °F/PSIG Table (Free PDF Printable)",60,"R1234ze(E) saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 49.5 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",151,"R1234ze(E) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1234ze-e/"
"/refrigerant/r-1234ze-z/","R1234ze(Z) PT Chart: Full °F/PSIG Table (Free PDF Printable)",60,"R1234ze(Z) saturation pressure-temperature chart, 1°F steps from 32 to 150°F. 70°F = 7.8 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",149,"R1234ze(Z) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1234ze-z/"
"/refrigerant/r-1234ze/","R1234ze PT Chart: Full °F/PSIG Table (Free PDF Printable)",57,"R1234ze saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 49.5 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",148,"R1234ze PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1234ze/"
"/refrigerant/r-124/","R124 PT Chart: Full °F/PSIG Table (Free PDF Printable)",54,"R124 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 34.4 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",145,"R124 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-124/"
"/refrigerant/r-125/","R125 PT Chart: Full °F/PSIG Table (Free PDF Printable)",54,"R125 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 165.4 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",146,"R125 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-125/"
"/refrigerant/r-1270/","R1270 PT Chart: Full °F/PSIG Table (Free PDF Printable)",55,"R1270 saturation pressure-temperature chart, 1°F steps from -40 to 150°F. 70°F = 137.1 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",147,"R1270 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1270/"
"/refrigerant/r-13/","R13 PT Chart: Full °F/PSIG Table (Free PDF Printable)",53,"R13 saturation pressure-temperature chart, 1°F steps from -40 to 83°F. 70°F = 458.6 PSIG. Interactive lookup, °C/kPa toggle, free printable PDF.",144,"R13 PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-13/"
"/refrigerant/r-1336mzz-z/","R1336mzz(Z) PT Chart: Full °F/PSIG Table (Free PDF Printable)",61,"Complete R1336mzz(Z) saturation pressure-temperature chart, 1°F steps from -40 to 150°F. Free interactive lookup with °C/kPa toggle, printable shop PDF table.",158,"R1336mzz(Z) PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-1336mzz-z/"
