route,title,title_chars,description,desc_chars,h1,og_image,canonical
"/hvac-commissioning-guide/","HVAC Commissioning Guide — Manual T, Duct Testing, Blower Door, and Quality Installation Verification | HVAC PT Charts",118,"Complete HVAC commissioning guide: ACCA Quality Installation Standard 5 framework, Manual T airflow balancing, refrigerant-side verification (superheat + subcooling at design conditions), Duct Blaster + Pressure Pan + Blower Door testing, IECC R403.3.5 leakage requirements, ENERGY STAR Whole-House Verification, HERS rater integration, documentation requirements, and common commissioning failures. Sourced from ACCA Manual T + QI Standard 5, ASHRAE Standard 111, NEBB/AABC/TABB procedures, IECC 2021 R402+R403, ENERGY STAR Program Requirements.",546,"HVAC Commissioning Guide — Manual T, Duct Testing, Blower Door, and Quality Installation Verification","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-commissioning-guide/"
"/hvac-controls-automation-guide/","HVAC Controls & Automation Guide — Thermostats, Zoning, Building Automation, Smart Home Integration | HVAC PT Charts",116,"Complete residential and small-commercial HVAC controls guide: thermostat taxonomy (basic, programmable, smart, communicating), smart thermostat comparison (Ecobee, Nest, Honeywell, Mysa), heat pump balance-point + aux heat configuration, multi-zone system design, building automation systems (BAS) for commercial, communication protocols (BACnet, Modbus, KNX, Matter, Zigbee, Z-Wave), smart home integration, utility demand-response programs, commissioning, common control failures, and future trends. Sourced from ANSI/ASHRAE Standard 135 (BACnet), ASHRAE Standard 90.1, ASHRAE Guideline 36, IECC 2021 R403.1, ENERGY STAR Smart Thermostat criteria, CTA-2045 modular communications.",683,"HVAC Controls & Automation Guide — Thermostats, Zoning, Building Automation, Smart Home Integration","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-controls-automation-guide/"
"/hvac-duct-design-guide/","HVAC Duct Design Guide — Manual D Explained, System Topology to Static Pressure Budgeting | HVAC PT Charts",106,"Complete guide to residential and small-commercial HVAC duct design: ACCA Manual D methodology, six system topologies, sizing methods (equal-friction, static-regain, constant-velocity), total external static pressure budgeting, fitting equivalent lengths, material selection (galvanized vs flex vs duct board), SMACNA leakage classes, IECC insulation requirements, common installation failures. Sourced from ACCA Manual D 3rd edition, SMACNA HVAC Duct Construction Standards, ASHRAE Handbook of Fundamentals 2021 Chapter 21, IRC 2021, and IECC 2021.",549,"HVAC Duct Design Guide — Manual D Explained, From System Topology to Static Pressure Budgeting","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-duct-design-guide/"
"/hvac-ductless-mini-split-guide/","Ductless Mini-Split & VRF Guide — Cold-Climate Heat Pumps, A2L Transition, IRA Tax Credits | HVAC PT Charts",107,"Complete ductless mini-split + variable refrigerant flow (VRF) reference: 5-type taxonomy (single-zone, multi-zone, ducted mini-split, ceiling cassette, floor-mount), cold-climate mini-split deep dive (Mitsubishi Hyper-Heat, Daikin LV, Bosch BHP, Fujitsu Halcyon ratings to -13°F to -15°F), multi-zone branch box architecture + sizing pitfalls, commercial VRF systems (Mitsubishi City Multi, Daikin VRV, LG Multi V, Samsung DVM, Toshiba), Manual J sizing methodology, refrigerant lineset length + lift limits, electrical service + circuit sizing, condensate drainage, A2L refrigerant charge limits per ASHRAE 15, full brand vendor comparison (14 manufacturers), DIY mini-splits with explicit EPA 608 caveats (MrCool, Pioneer, Senville), common installation failures, IRA Section 25C $2,000 heat pump credit qualification, cost framework, maintenance specifics. Sourced from AHRI 210/240 + 1230, ASHRAE 15 + 34 + 90.2, EPA Section 608 + AIM Act, UL 60335-2-40, IRS 25C, ENERGY STAR.",981,"Ductless Mini-Split & VRF Guide — Single-Zone, Multi-Zone, Cold-Climate Heat Pumps, A2L Refrigerant Transition, Installation, Brand Comparison, IRA Tax Credits, and Commercial VRF","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-ductless-mini-split-guide/"
"/hvac-energy-efficiency-guide/","HVAC Energy Efficiency Guide — SEER2, HSPF2, AFUE Explained + Heat Pump vs Furnace Economics + IRA Tax Credits | HVAC PT Charts",127,"Complete HVAC efficiency guide: SEER2 and HSPF2 (DOE's 2023 metric updates), AFUE for gas furnaces, EER/COP instantaneous metrics, climate-dependent heat pump performance, the rated-vs-actual gap, variable-capacity vs single-stage tradeoffs, sizing and duct impact on real-world efficiency, ENERGY STAR criteria, IRA 25C tax credits and HOMES/HEEHRA rebates. Sourced from 10 CFR Part 430, AHRI Standards 210/240 and 1380, IRS 25C, ENERGY STAR program criteria.",460,"HVAC Energy Efficiency Guide — SEER2, HSPF2, AFUE Explained + Heat Pump vs Furnace Economics + IRA Tax Credits","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-energy-efficiency-guide/"
"/hvac-energy-management-guide/","HVAC Energy Management Guide — Auditing, Benchmarking, RCx, FDD, M&V, Building Performance Standards | HVAC PT Charts",117,"Complete energy management methodology for HVAC operations: ASHRAE Standard 211 audit framework (Level I/II/III), ENERGY STAR Portfolio Manager benchmarking per Standard 105, utility rate structure (kWh + kW + TOU + demand charges + ratchets), retrocommissioning + monitoring-based commissioning (MBCx), fault detection + diagnostics (FDD), measurement + verification per IPMVP (Options A/B/C/D), submetering + advanced metering, demand response programs, the rated-vs-operational performance gap, ASHRAE Standard 100 + ISO 50001 frameworks, Building Performance Standards (NYC Local Law 97, Boston BERDO, Seattle BAPS, Washington CBPS, Maryland BEPS), energy data analysis methodology. Sourced from ASHRAE, IPMVP, ENERGY STAR, ISO 50001, DOE FEMP.",748,"HVAC Energy Management Guide — Energy Auditing, Benchmarking, Retrocommissioning, Fault Detection, Measurement & Verification, Demand Response, and Building Performance Standards","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-energy-management-guide/"
"/hvac-indoor-air-quality-guide/","HVAC Indoor Air Quality Guide — Pollutants, ASHRAE 62.2 Ventilation, MERV/HEPA Filtration, Humidity & Radon Control | HVAC PT Charts",132,"Complete residential indoor air quality guide: the 5 pollutant categories (particulate, gaseous, biological, biocidal, thermal), the 3-pillar IAQ strategy (source control + ventilation + filtration), ASHRAE 62.2 mechanical ventilation requirements, MERV vs HEPA vs alternative filtration, humidity control for IAQ, radon testing and mitigation per EPA protocol, mold prevention, CO life safety, indoor air monitoring, wildfire smoke and COVID-era IAQ considerations, code requirements, and common IAQ misconceptions. Sourced from ASHRAE Standards 62.2 + 52.2, EPA Indoor Air Quality programs, CDC + WHO guidance, IRC 2021 + IECC 2021, OSHA exposure limits.",656,"HVAC Indoor Air Quality Guide — Pollutants, ASHRAE 62.2 Ventilation, MERV/HEPA Filtration, Humidity & Radon Control","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-indoor-air-quality-guide/"
"/hvac-load-calculation-guide/","HVAC Load Calculation Guide — Manual J Explained, Climate Zones to Equipment Sizing | HVAC PT Charts",100,"Complete guide to Manual J residential load calculation: the 8 load components, block vs room-by-room methods, climate zone design conditions, envelope inputs (U-values, fenestration, infiltration), sensible/latent split, the Manual S equipment-sizing sequence, code requirements, and DIY vs professional decision logic. Sourced from ACCA Manual J 8th edition, ASHRAE Handbook of Fundamentals 2021, IECC 2021, and IRC 2021.",423,"HVAC Load Calculation Guide — Manual J Explained, From Climate Zones to Equipment Sizing","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-load-calculation-guide/"
"/hvac-load-calculator/","HVAC Load Calculator — Manual J-Style Cooling & Heating BTU/hr by Climate Zone | HVAC PT Charts",95,"Compute residential cooling tons and heating BTU/hr from floor area, climate zone, construction era, window area, and occupancy. Component breakdown (walls, windows, roof, infiltration, people, equipment), sensible-vs-latent split, equipment-sizing guidance with oversizing warnings. Quick Manual J estimate within ±20% of full report.",335,"HVAC Load Calculator — Quick Manual J Cooling + Heating","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-load-calculator/"
"/hvac-maintenance-service-guide/","HVAC Maintenance & Service Guide — Seasonal Schedule, Annual Tune-Up Checklist, Filter Strategy, ROI Math | HVAC PT Charts",122,"Complete HVAC maintenance guide: spring AC + fall furnace seasonal schedule, the 14-point annual professional tune-up checklist, MERV filter strategy by climate and household, refrigerant-side verification, combustion safety inspection, electrical checks (capacitors + contactors + motor amps), control system calibration, equipment-specific maintenance for heat pumps and ductless mini-splits, A2L safety considerations, service contract evaluation, and ROI math showing typical maintenance payback. Sourced from ACCA Standard 4 + Quality Maintenance Standard 6, ASHRAE Standards 180 + 62.2 + 52.2, EPA Section 608, NFPA 54, OSHA 1910.",636,"HVAC Maintenance & Service Guide — Seasonal Schedule, Annual Tune-Up Checklist, Filter Strategy, and ROI Math","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-maintenance-service-guide/"
"/hvac-mechanical-ventilation-guide/","HVAC Mechanical Ventilation Guide — ASHRAE 62.2 Sizing, ERV vs HRV, Climate Strategy, Installation | HVAC PT Charts",115,"Complete residential mechanical ventilation guide: ASHRAE Standard 62.2 detailed sizing calculation, the 4 ventilation strategy types (exhaust-only, supply-only, balanced, balanced with heat/energy recovery), ERV vs HRV technology deep-dive, heat-exchanger types (fixed-plate, rotary, polymer membrane), local exhaust for kitchens and bathrooms, make-up air for high-CFM range hoods, ductwork integration with central HVAC, climate-zone strategy, commissioning + balancing, maintenance schedule, IECC + IRC requirements, IRA tax credit eligibility, and ROI analysis. Sourced from ASHRAE Standards 62.2 + 84, AHRI Standard 1060, HVI Certification Program, IRC 2021 M1505, IECC 2021 R403.6.",688,"HVAC Mechanical Ventilation Guide — ASHRAE 62.2 Sizing, ERV vs HRV, Climate Strategy, Installation","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-mechanical-ventilation-guide/"
"/hvac-refrigerant-recovery-guide/","Refrigerant Recovery Guide — EPA Section 608 Procedure, Equipment, Certification, and A2L Handling | HVAC PT Charts",115,"Complete guide to refrigerant recovery under EPA Section 608: certification levels (Type I/II/III/Universal), recovery vs recycling vs reclamation, required equipment per AHRI 740, recovery procedures by equipment type, evacuation level requirements per 40 CFR § 82.156, recovery cylinder management, recordkeeping (40 CFR § 82.166), penalty exposure, and A2L flammability handling. Sourced from EPA Section 608 final rules, AHRI 700 and 740, ASHRAE Standard 15.",462,"HVAC Refrigerant Recovery Guide — EPA Section 608 Procedure, Equipment, Certification, and A2L Handling","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-refrigerant-recovery-guide/"
"/hvac-retrofitting-upgrades-guide/","HVAC Retrofitting & Upgrades Guide — R-22 + A2L Transition, Heat Pump Conversion, IRA Tax Credits | HVAC PT Charts",114,"Complete HVAC retrofit + upgrade reference: R-22 phase-out reality (EPA Section 605/606 + retrofit chemistry honest assessment), AIM Act + R-410A → A2L manufacturing transition January 2025 (40 CFR Part 84), heat pump retrofit (fuel transition + cold climate + dual-fuel + electrical service), efficiency upgrades (SEER2/HSPF2/AFUE2 per 10 CFR Part 430), envelope-first methodology, repair vs replace decision framework (age + refrigerant + failure type + 50%/85% rule), IRA 25C/25D tax credits + HEEHRA/HOMES rebates per IRS guidance, ASHRAE 30-year equipment service life data, cost + payback framework. Sourced from EPA, IRS, ASHRAE 90.2, DOE 10 CFR Part 430, ENERGY STAR.",675,"HVAC Retrofitting & Upgrades Guide — R-22 Phase-Out, R-410A → A2L Transition, Heat Pump Conversion, SEER2 Efficiency, IRA Tax Credits, and Repair vs Replace Decision Matrix","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-retrofitting-upgrades-guide/"
"/hvac-safety-procedures-guide/","HVAC Safety Procedures Guide — Electrical, Refrigerant, Gas, Hot Work, A2L Handling, and PPE Requirements | HVAC PT Charts",122,"Complete HVAC safety procedures guide: OSHA 29 CFR 1910 framework, lockout/tagout (1910.147), electrical safety + arc flash + PPE per NFPA 70E, refrigerant safety (high pressure + asphyxiation + A2L flammability per ASHRAE 15 + EPA Section 608), gas + carbon monoxide safety per NFPA 54, hot work brazing/cutting (1910.252), working at heights + ladders, permit-required confined spaces (1910.146), PPE requirements (1910.132-138), consumer safety (CO alarm placement + gas leak response), emergency procedures, training + certification. Sourced from OSHA, NFPA, ASHRAE, EPA, UL.",579,"HVAC Safety Procedures Guide — Electrical, Refrigerant, Gas, Hot Work, A2L Handling, and PPE Requirements","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-safety-procedures-guide/"
"/hvac-system-design-guide/","HVAC System Design Guide — Complete Manual J → S → D → T Process from Load to Commissioning | HVAC PT Charts",108,"Complete residential HVAC system design methodology: the full ACCA design cascade (Manual J load calculation → Manual S equipment selection → Manual D ductwork → Manual T commissioning), refrigerant selection under AIM Act, distribution-type choice (ducted vs ductless vs hybrid), ASHRAE 62.2 ventilation integration, zoning + controls, IAQ integration, code compliance, and the design decision matrices that determine the right system for a specific home. Sourced from ACCA Manuals J + S + D + T + QI 5, ASHRAE Handbook of Fundamentals 2021, ASHRAE Standards 62.2 + 90.2 + 111, AHRI Standards 210/240, IRC 2021, IECC 2021, EPA AIM Act + Section 608.",650,"HVAC System Design Guide — Complete Manual J → S → D → T Process from Load to Commissioning","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-system-design-guide/"
"/hvac-tools-equipment-guide/","HVAC Tools & Equipment Guide — Manifolds, Vacuum Pumps, Recovery, Combustion Analyzers, Service Truck | HVAC PT Charts",118,"Complete HVAC technician toolkit guide: 13 tool categories (manifold gauges + micron gauges + vacuum pumps + recovery machines + leak detectors + combustion analyzers + multimeters + clamp meters + anemometers + manometers + brazing equipment + thermal imagers + PPE), specifications + AHRI 740 + AHRI 1380 + EPA 608 + OSHA requirements, A2L-compatible equipment, brand lineups (Fieldpiece, Yellow Jacket, Fluke, Robinair, Bacharach, Testo, Inficon, FLIR, TSI, Energy Conservatory, JB Industries, NAVAC), service truck outfitting tiers, DIY vs professional toolkit matrix, calibration requirements. Sourced from EPA, AHRI, ASHRAE, OSHA, and manufacturer specifications.",669,"HVAC Tools & Equipment Guide — Manifold Gauges, Vacuum Pumps, Recovery Machines, Combustion Analyzers, Leak Detectors, and Service Truck Outfitting","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-tools-equipment-guide/"
"/hvac-troubleshooting-guide/","Complete HVAC Troubleshooting Guide — Decision Trees for Cooling, Heating, Airflow & Efficiency Failures | HVAC PT Charts",121,"Diagnostic decision trees for the 10 most common HVAC failures: no cooling, no heating, insufficient capacity, short cycling, frozen evaporator, strange noises, water leaks, high utility bills. Cause hierarchy ordered by frequency, quick DIY checks, service-level procedures, and when to escalate. Sourced from ACCA Manual T, EPA 608, ASHRAE Handbook of Refrigeration.",368,"Complete HVAC Troubleshooting Guide — Decision Trees for Cooling, Heating, Airflow & Efficiency Failures","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/hvac-troubleshooting-guide/"
"/privacy-policy/","Privacy Policy",14,"Privacy policy for HVAC PT Charts. What we collect, how we use it, advertising via Raptive, your rights and choices.",116,"Privacy Policy","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/privacy-policy/"
"/psychrometric-calculator/","Psychrometric Calculator — 7 Air Properties from Any 2 Inputs (ASHRAE + Altitude Correction) | HVAC PT Charts",109,"Compute dry-bulb, wet-bulb, dew point, relative humidity, humidity ratio, enthalpy, and specific volume from any 2 inputs. ASHRAE Handbook 2021 equations with altitude correction. Three worked examples, common-error diagnostics, and the full psychrometric framework HVAC pros use for load, comfort, and condensation analysis.",325,"Psychrometric Calculator — 7 Air Properties from Any 2 Inputs","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/psychrometric-calculator/"
"/pt-calculator/","PT Calculator — Refrigerant Saturation Pressure & Temperature Lookup",68,"Bidirectional pressure-temperature calculator for 50+ HVAC refrigerants with bubble/dew handling for zeotropic blends. Verified CoolProp 7.2.0 data, worked examples for residential AC, commercial refrigeration, chillers, mobile AC, transcritical CO2.",250,"PT Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/pt-calculator/"
"/pt-chart-guide/","How to Read a PT Chart — HVAC Reference",39,"Field-tech guide to refrigerant pressure-temperature charts: what they show, how to read bubble vs dew columns, what temperature glide means, why some charts truncate above the critical point.",192,"How to Read a PT Chart","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/pt-chart-guide/"
"/pt-charts-tools-hub/","PT Charts & Reference Tools — All 61 Refrigerants",49,"Saturation pressure-temperature charts for 61 HVAC refrigerants, plus comparison tools, operating-pressure references, and the sortable safety / GWP reference tables.",166,"PT Charts & Reference Tools","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/pt-charts-tools-hub/"
"/pt-superheat-subcooling-calculator/","Combined PT, Superheat & Subcooling Calculator — Eight-Pattern Diagnostic",73,"Free combined HVAC diagnostic calculator for 50+ refrigerants. Enter both suction and liquid line readings; get SH, SC, and the eight-pattern root cause matrix (undercharge, overcharge, restriction, fouling, TXV failure, non-condensables). Correct dew/bubble curve math for zeotropic blends. Sourced from ACCA Manual T and ASHRAE Handbook of Refrigeration 2022.",361,"PT / Superheat / Subcooling Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/pt-superheat-subcooling-calculator/"
"/r-1234yf-vs-r-134a/","R-1234yf vs R-134a — Mobile AC, Pressures, GWP 4 (AR4) vs 1430",62,"R-1234yf vs R-134a: HFO replacement for R-134a in mobile AC and some chillers. A2L vs A1; R-1234yf GWP 4 (AR4 / EPA SNAP basis; <1 per strict AR5) vs R-134a 1430. Similar pressure envelope.",189,"R-1234yf vs R-134a: Mobile AC, Chillers, and the HFO Transition","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-1234yf-vs-r-134a/"
"/r-134a-vs-r-513a/","R-134a vs R-513A — Pressures, GWP Reduction, A1 Drop-In",55,"R-134a vs R-513A: azeotropic R-1234yf/R-134a blend designed as R-134a drop-in. 56% GWP reduction (631 vs 1430). Same A1, same POE oil, similar pressure envelope.",161,"R-134a vs R-513A: Chiller Retrofit and New-Equipment Decision","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-134a-vs-r-513a/"
"/r-22-vs-r-32/","R-22 vs R-32 — Lubricant, Safety Class, Pressure, Capacity",58,"R-22 vs R-32: HCFC pure (banned 2020) vs HFC pure (modern A2L). Different lubricants, different safety classes, R-32 ~70% higher pressure. Full replacement only — no retrofit path.",180,"R-22 vs R-32: Two Generations of Residential AC Refrigerant","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-22-vs-r-32/"
"/r-22-vs-r-407c/","R-22 vs R-407C — Pressures, Glide, Retrofit Procedure, Capacity",63,"R-22 vs R-407C: ternary HFC blend designed as R-22 retrofit. POE oil required (mineral oil incompatible). ~11°F temperature glide. Capacity within 5% of R-22 at typical conditions.",180,"R-22 vs R-407C: The Drop-In Retrofit That Isn't Quite","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-22-vs-r-407c/"
"/r-22-vs-r-410a/","R-22 vs R-410A — Pressures, Lubricant, Retrofit Reality, Cost",61,"Direct comparison of R-22 and R-410A for residential AC: PT curves, lubricant compatibility, why retrofit isn't a drop-in, and how to decide between continued R-22 service and full system replacement.",200,"R-22 vs R-410A: Replacement Decision for Residential AC","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-22-vs-r-410a/"
"/r-22-vs-r-454b/","R-22 vs R-454B — Pressures, GWP, Safety Class, Equipment Replacement",68,"R-22 vs R-454B: HCFC pure (banned 2020) vs HFC/HFO A2L blend (modern). 60% higher pressures, different lubricants, different safety classes. Full equipment replacement only.",173,"R-22 vs R-454B: Legacy HCFC to Modern A2L Upgrade","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-22-vs-r-454b/"
"/r-32-vs-r-410a/","R-32 vs R-410A — Pressures, GWP, Safety, Retrofit Reality",57,"Direct comparison of R-32 and R-410A for residential AC: PT curves overlaid, side-by-side properties, retrofit guidance, FAQ. Built on verified CoolProp data.",158,"R-32 vs R-410A: Working Comparison for HVAC","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-32-vs-r-410a/"
"/r-32-vs-r-454b/","R-32 vs R-454B — A2L Residential AC, OEM Choice",47,"Direct comparison of R-32 and R-454B, the two leading A2L replacements for R-410A in residential AC. PT curves overlaid, side-by-side properties, retrofit guidance, FAQ.",169,"R-32 vs R-454B: The Two Leading R-410A Replacements","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-32-vs-r-454b/"
"/r-404a-vs-r-449a/","R-404A vs R-449A — Pressures, Glide, Retrofit, GWP Reduction",60,"R-404A vs R-449A for commercial refrigeration: quaternary HFC blend retrofit for R-404A with 65% GWP reduction (1397 vs 3922). Same POE oil; ~10°F glide.",153,"R-404A vs R-449A: Commercial Refrigeration Retrofit Decision","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-404a-vs-r-449a/"
"/r-407c-vs-r-410a/","R-407C vs R-410A — R-22 Retrofit vs New Equipment Standard",58,"R-407C vs R-410A: R-407C is the R-22 retrofit HFC blend (~11°F glide); R-410A is the HFC blend designed for new equipment with ~60% higher pressures. Different equipment classes.",178,"R-407C vs R-410A: Two HFC Era Refrigerants, Different Roles","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-407c-vs-r-410a/"
"/r-410a-vs-r-454b/","R-410A vs R-454B — Residential AC Phase-Down Decision",53,"Direct comparison of R-410A (legacy) and R-454B (replacement) for residential AC. PT curves overlaid, side-by-side properties, A1-to-A2L safety class change, retrofit reality.",175,"R-410A vs R-454B: The Residential AC Phase-Down Decision","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-410a-vs-r-454b/"
"/r-454c-vs-r-455a/","R-454C vs R-455A — Same GWP, Different Glide, Different Pressure",64,"R-454C vs R-455A: both A2L commercial refrigeration blends with GWP 148. R-455A has more glide (22°F vs 14°F) and higher pressures due to 3% R-744 content.",155,"R-454C vs R-455A: Low-GWP A2L Commercial Refrigeration Choice","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/r-454c-vs-r-455a/"
